author,rating,date,review_text
Алмас Карибжанов,4,12 марта 2025,С парковкой проблемы
Ayana Serykkyzy,4,"12 марта 2025, отредактирован","Керемет тек, уборный кишкентайлау екен😂"
Эмма Рахым,1,"11 марта 2025, отредактирован",Не вкусно
Айгерим Маханова,1,11 марта 2025,"Заказали в этом заведений шашлык доставкой на дом , и об этом очень при очень пожалела , лучше не делайте такой типа шашлык , во первых не вкусный ,сгоревшие корочки , оторванные друг от друга маленькие кусочки , сухие , даже маринада не чувствуется , безвкусные , за 2290 баранина 4 штучки микроскопических кусочика из мясо , во общем ни стоит своих денег , шашлык из окорочков вообще треш крч , очень жаль моих денег которые потратила на ваш бессмысленный , самый ужасный шашлык . Прям жаль моих денег, потраченных ни на ветер , а на вашу кассу!"
Dayana S,1,11 марта 2025,Только что заказали шашлык который не стоит своих денег. Самый ужасный шашлык который мы заказывали. Жалко что потратили столько денег за такой не удачной шашлык.
Томи Братан,5,"11 марта 2025, отредактирован","Тамақтары дәмді,бірақ тапчандары слишком тесный 🥲"
Zarina Zholtukova,5,11 марта 2025,"Все было очень вкусно , нам понравилось 👍🏻"
srbii 44,1,9 марта 2025,"Ужасное отношение к клиентам, 3 дня я пыталась забронировать стол, только на второй мне объяснили правила принятия брони, весь первый день меня игнорировали. Менеджера как будто просто ленятся пролистать чат переписки, я повторялся и повторяла на какую дату, на сколько человек но это будто не читали. Один из примеров всего этого прикреплю, буквально все общение с менеджерами выглядело так"
Malika Erbol,1,9 марта 2025,"Бүгін кешкі ас ішуге барған болатынбыз. Кіре салғаннан сотрудниктар не амандасу жоқ, столикта не прибор жоқ,не меню алып келмеді, счет төлейтін кезде жарты сағат күттіріп қойды. Чекты басқа гостьтармен ауыстырып,шатастырып тастаған. Обслуживание 0!"
Ажар Бозаева,3,"9 марта 2025, отредактирован","Тесто для лагмана всегда разная , то вкусно или переваренная"
Nana Osaki,1,8 марта 2025,"Пришли на ауыз ашар, еда полностью не готова. Ждали 1,5 часа пока еду принесут. Это ужасно. Испортили вечер."
Анар Ахмет,1,8 марта 2025,"А вы не могли бы оставить актуальный номер телефона, чтоб можно было дозвониться?! Даже ЗА ДЕНЬ не могу поставить бронь🤦🏻‍♀️ и на ватсап никто не отвечает"
ayiaulymtts .,5,8 марта 2025,"вкусная кухня, хороший сервис, добрый персонал😇"
Erkhan Manap,5,7 марта 2025,Отдельно хочу поблагодарить официанта Ардак и администратора Анель
Гаухар A,5,"7 марта 2025, отредактирован","Стильный интерьер, вкусная еда, уютная атмосфера
Заботливый персонал, Жулдыз эксперт 👍🏻"
Zu Kind,1,7 марта 2025,Вообще не ходите. Есть много других крутых и нормальных мест .
Makhsud Sabirov,1,7 марта 2025,Выглядит как садака. Позор .будто дали мне за бесплатно . Засуньте свои порции куда подальше. Ни ногой к вам
Асем Бегимова,2,"7 марта 2025, отредактирован",Делят людей по каким то своим критериям очень не приятное заведение
Галия Оразгалиева,5,7 марта 2025,"Прекрасное и уютное заведение, вежливое обслуживание. Кухня очень вкусная. Рекомендую всем."
Samat Shakbay,5,7 марта 2025,"Не могу дозвониться
Как можно бронь поставить на ифтар?
87023188896 перезвоните пожалуйста"
Амина Болатова,5,7 марта 2025,официант Мухамеджан обслуживание 10/10
Habiba Satymbek,5,6 марта 2025,Тамақтары өте дәмді.Мухаммеджан официант жақсы екен тез заказдарды қабылдап әкеліп берді. Сөйлеуіде мәдинетті екен.
Малика Мырзагулова,4,6 марта 2025,"Улкен рахмет ❤️❤️❤️❤️❤️❤️.

Ақерке қызымызға рахмет🙏🙏🙏🙏 +тағы бір жігіт ке мыз алғыс аты жөнін сұрамаппызғой🫢

Тағамдарыңыз дәмді , ыстық шай . Көңілімізден шықты"
Sultanali Khinayat,5,6 марта 2025,"Идеальное кафе !!! Взял себе Суй-ру Лагман
очень вкусно !! советую еще взять плов и салат цезарь с курицей ( идеально вкусно )"
Potter💘,5,"5 марта 2025, отредактирован","Очень люблю этот филиал,персонал приятный и кухня без изъяна
Спасибо вам❤️"
Dastan Kali,5,"4 марта 2025, отредактирован","Тағамдары өте дәмді, алғысымды білдіремін👍🏻"
Бекнур Сымтыков,5,3 марта 2025,Усман очень хорошо обслуживает
Аяжан Малик,5,3 марта 2025,"Хочу выразить огромную благодарность,особенно обслуживающему персоналу по имени Ернар.Все на высшем уровне. Отличное обслуживание. Рекомендую 👍"
Ислам♠️ Ибдиев,5,"2 марта 2025, отредактирован","Пришли на ифтар
Всё было вкусно
Спасибо большое команде шафран
Администратор девушка 👍"
Адема Курманали,5,2 марта 2025,"Все было очень вкусно, обслуживание высшем уровне, спасибо 🥰"
Альбина Алипбаева,5,"2 марта 2025, отредактирован","Сидели в топчанах
Пришли на ифтар
Все было очень вкусно
Спасибо Анеле за обслуживание
Очень вежливая
Процветания вам🌹"
Аружан Мусажанова,5,2 марта 2025,"Сегодня мы забронировали место в Тапчане. Еда была очень вкусной,обслуживание тоже было хорошим, официанты вежливые и работают быстро. Атмосфера в заведении уютная, мне понравился интерьер.Цены тоже доступные, соответствуют качеству.В следующий раз хочу прийти снова!"
Бекзат Калибек,5,2 марта 2025,"Кеш жарық. Жалпы «Шафран» мейрамханасына 10 баллдан 100бергім келеді. Қызмет көрсету сапасы өте жоғары деңгейде, сонымен қоймай тазалық жағы өте жақсы. Тағамдар өз уақытымен дайын болады. Мен негізі тапшанда отбасыммен ауызашарда болдым. Даяшылар ұқыпты, таза, мәдениетті. Тағамдары өте дәмді, аспазшы өз маманының иесі. Осы мейрамханаға келулеріңізді ұсынамын!!!"
Алиш Аманжол,5,2 марта 2025,"Тамақтары дәмді маған қатты ұнады. Тапчандагы жігіттер жұмысын жақсы атқарды, тамақтарды уақытында алып келді. Қызмет атқаруы жоғарғы деңгейде тазалығымен және ұқыптылығымен таң қалдырды. Ауыз ашарга келулеріңізге кеңес беремін. Алып қосарым жоқ….!!!"
Жансая Имандосова,1,"2 марта 2025, отредактирован","Обслуживание УЖАСНОЕ!
Мы заранее днём заказали по телефону всё меню на 13 человек. Обещали все блюда подать сразу после ауызшара, через 10 минут. В итоге, мы ждали час! Ровно ЧАС! Почти все блюда были холодные, администратор ничего не решил. Мы всей семьей всегда ходили сюда, вы испортили нам праздник. Спасибо, больше не придём! Кстати, официант очень грубо отвечала, хлеб так и не донесла, так как когда обращаешься не слушает!"
Medina Mukhamedkul,5,1 марта 2025,Dämdï❣️
…… …..,5,28 февраля 2025,"Официант Диана очень внимательная, обслуживание на высшем уровне. Спасибо вам"
Жан Нарымов,5,"27 февраля 2025, отредактирован",Лагман только в шафране
Алтын Алтын,5,27 февраля 2025,"Заказывала бауырсаки, кисадилья, цомян и Марокканский чай, все было вкусно, обслуживание 🔥🔥🔥🔥 молодцы ребята вкусно и быстро покормили,"
Zhaneka …,1,24 февраля 2025,"заказывала фри с мясом, отравилась, рвало жутко"
R T,5,23 февраля 2025,"Были сегодня с сестрами, покушали шашлык, очень вкусно! Вежливый персонал, очень красивый интерьер, и прекрасная управляющая Динара! Все четко организованно и вкусно! Придем еще! Спасибо!❤️"
Бинт Abdullah,5,"23 февраля 2025, отредактирован","Ассалам Алейкум были сегодня у вас в заведении, очень всё вкусно, обслуживание очень хорошее, Перизат спасибо вам большое 🌸"
Эльмира Бариева,5,23 февраля 2025,"Пообедали с сестрами, все очень вкусно. Еда была очень вкусная, все свежее.
Сервис приятный.
Придем еще раз"
Ukilay ❤️,5,"20 февраля 2025, отредактирован",но официантка не ответственная(
Айнура Смагулова,5,"20 февраля 2025, отредактирован",Всегда вкусно
Анна Бердникова,1,20 февраля 2025,"Вчера взяла плов, плов честно говоря оставляет желать лучшего(( мясо заветренное, как будто несколько дней ему уже..вкус риса тоже оставляет желать лучшего, хотя вроде как раньше готовили неплохо...жаль потраченных денег, чебуреки тоже видимо жарят на недельном масле(("
To Two,5,"20 февраля 2025, отредактирован",Ааа дизайн такой вау. Приготовили так быстро. Обслуживание отличное. Еда очень вкусная. Обычно ем в филиале на толе би. Но однозначно этот лучше!
Твой Адвокат,4,19 февраля 2025,"Очень часто ходим к вам нравится все, но вчера официант девушка посадила шумных гостей с детьми прям рядом с нами, хотя они выбрали место в конце зала, зал был пустой было всего пару посетителей. В итого пришлось терпеть их шум, не отдохнули, вышли раздраженные и уставшие. Было одно желание по скорее уйти , я понимаю если бы зал был полный и не было бы мест, но когда зал пустой, можно же как то предвидеть такое, дети орали, плакали,мы ушли уставшие. Если уж посетители сами выбрали отдаленное место в углу зала, по дальше от всех, зачем нужно было сажать их именно около нас, видя что мы тоже посетители и тоже отдыхаем? Убедительно просим научиться правильно рассаживать гостей."
selin ne dion,4,18 февраля 2025,"Очень нравится ваше заведение, блюда, постоянно ходим сюда. Новый интерьер вообще прекрасный.
Единственное обращение, научить официантов рассадке гостей. Сегодня приехали позавтракать, выбрали отдаленое место, зал был почти пустой, кроме нас пару посетителей. Пришла большая семья, начали выбирать себе место и остановили свой выбор на большом столе в другом конце зале. Девушка официантка прибежала и посадила их прямо рядом с нашим столом, объеденив два маленьких стола. В итоге большая шумная компания сидела за маленьким столом, прямо над нашим ухом, когда почти всё заведение было пустое. В чем была проблема сразу посадить их за большой стол, не причиняя неудобств всем поситетелям?"
Айжанчик Бельгибаева,5,"18 февраля 2025, отредактирован",Вкусно и уютно
Тогжан Бектемисова,5,15 февраля 2025,"Өте керемет тамақтары дәмді,администратор Анельге рахмет,даяршы қыздар , жігіттерге рахмет.Біз брондап қойғанымызды умытып кеткендері болмаса,бырақ тез қимылдап 15 мин тез дастархан жайып қонақтарымыз риза болып қайтты"
Назерке Жетен,5,15 февраля 2025,"Тамақтары барі жақсыы, дамді екен интерьер өтее әдемі екен,официанттары да жаксы обслуживать етті♥️"
Zhuldyz Kudaibergenova,5,14 февраля 2025,"Кафе ұнады, атмосферасы жайлы қызмет көрсетуі керемет, тамақтары өте дәмді болды."
Бугаи,5,14 февраля 2025,Ассалаумағалейкум керемет дәмді тамақтар!!! Обслуживание выше
Даулет S,5,8 февраля 2025,"Официант Нұржан, красавчик, хорошее обслуживание, вежливый, с чувством юмора🔥🔥🔥"
Mi Ке,5,8 февраля 2025,"тамак, обслуживание, бари керемет"
Anar Zhalgassova,1,8 февраля 2025,"Здравствуйте. Я очень люблю Шафран и часто прихожу в этот кафе чтобы вкусно покушать, и всегда выбираю говяжий казан кебаб с рисом. Но в этом филиале вкус не понравился, когда ешь мясо оно хрустит, как будто огромные соли не подтаяли. Я перемешала еду, вдруг потает и вкус норм будет, но эти соли они огромные, в ДругиХ филиалах казан кебаб не такой и такие кристалки соли не добавляют. Попросила администратора что невозможно есть, как будто жуешь скорлупу яйца. Она подогрела еду и принесла заново, пробую но эти кристалки соли все еще там😣 Очень была разочарована, так как пришла очень голодной и ушла не насытившись, просто попила мохито( И в начале когда попросила стаканчик воды, принесли, но стакан был немытой и виднелись следы губов от другого человека👀. Потом заменили на чистую. Так же рис рядом переварилась и слиплись, не были рассыпчатым. Плов пришел холодным. Администратору и официанту претензий никак нет, старались помочь!
Именно в шафран я ем только казан кебаб, но после этого не хочу вернуться в этот ресторан."
Аягоз Ауесханова,5,"7 февраля 2025, отредактирован",Тамақтары күшті 😍
Акмарал Абенова,5,"7 февраля 2025, отредактирован",Всё вкусноо
Бекжан Султанбеков,5,"6 февраля 2025, отредактирован",Продам купон на 270 тыс.за 70 тыс
Айгерим Ахметова,1,"6 февраля 2025, отредактирован","Были сегодня, сначала вроде всё хорошо, и еда вкусная, но когда принесли счёт я была в шоке, сок маленький с трубочкой 790 тенге, в итоге за два сока 1580, вы откуда такие цены берёте? Цена этого сока 250 тенге, ну ладно уж 500 тенге пойму, но зачем так наглеть? Самое интересное что 1 литр сока 1600 тенге. Вы думаете что раз детям берём не глядя, то можно так наглеть? Да это мелочи, но мне кажется ставить за маленький сок за такую цену это наглость. Берёте за обслуживание 10% какое обслуживание? За то что нам просто еду принесли? Со стола у нас никто не убирал, официанты не стоят на виду, куда то уходят. И вроде уже запретили брать % за обслуживание. Вообще всё впечатление испортило, больше не придём."
Адм Арм,5,4 февраля 2025,"Впервые тут . Все классно . Я в восторге ,,🔥"
Alishur Di,5,2 февраля 2025,Очень понравилось . Рахмет оте керемет
яся,5,2 февраля 2025,Очень вкусно и атмосферно . Ребята приветливые🩵
Adil Hazim,5,2 февраля 2025,"На днях посетили это место с братьями, все было очень вкусно, внимательный персонал, придем снова 🤗"
Руслан Сидельников,5,"2 февраля 2025, отредактирован","Приятная атмосфера,все вкусно, отличный персонал,огромная благодарность управляющей, личное подошла к нам, услышала нас, поблагодарила за обратную связь, в такие места хочется приходить ещё!"
Зарина Чимирова,5,2 февраля 2025,"Была в вашем кафе всё очень вкусно ,приятная атомосфера ,обслуживание на высшем уровне!👍👍👍😋😋😋"
Aiza Aiza,5,2 февраля 2025,"Мне всё понравилось,всё вкусно.Я такой вкусный лагман забыла когда ела.Все работают хорошо"
Жансая Абутакир,4,2 февраля 2025,"Всё очень вкусно , особенно шашлыки 😍"
Эльмира Ауелбаева,5,"30 января 2025, отредактирован","Обновили интерьер, все вкусно!"
Nadyrbek Kubayev,5,"30 января 2025, отредактирован",Вкусно очень
Arailym Jumatayeva,5,29 января 2025,өте дәмді болды😍🫶🏻
Меруерт Маханова,1,29 января 2025,"Сәлеметсіздерме. Бал қаймақ баурсақпен заказ жасадық бағасы 1290 теңге. 9 дана бауырсақ алып келді. Анау бауырсақты көрсең кіп кішкентай, тісіңнің арасында қалады. Ұялсаңдаршы, бауырсақтың көлемі түймедей ақ қой. Бауырсақ деп айтуға ұяласың. Корзина деп заказ берсек, сондай алып келіп отыр. Тағы бағасы айтсаңшы, 9 бауырсақты қоссаң, лепешканың 4/1 ғана шығар"
Aizhan D's,4,"26 января 2025, отредактирован",Shafran 😊
Samat Skakov,5,26 января 2025,Вкусно готовят. Персонал очень приветливый. Спасибо большое 😊😊😊😊
Muazzamhon Ahmadova,5,25 января 2025,"Все супер , наши гости все довольны 🌹"
Aizada Nurgaliyeva,5,25 января 2025,Влюбилась в это заведение 😍 рахмет бәри өте керемет.
Aigerim Kalnazarova,5,25 января 2025,"Спасибо всем кто работает в этом заведении , встретили радушно , очень вкусно и сытно 😍 а какой интерьер 👌 придем обязательно снова 🌹"
Nursulu Nurlybay,4,25 января 2025,"Тапчан күшті, тегін, әрі өте тыныш🔥
Тамақтар дәмді, бірақ еще дәмді бола алады:)"
Sanjikk .,4,23 января 2025,"Тамақтары жақсы өте дәмді 2-3 рет келдім , Санжар Есімді жігітке рахмет қызметі жоғарғы деңгейде сыпайы менюдегі тамақтарды жақсы түсіндіреді 👍🏻"
Ислам .,5,22 января 2025,"Самое уютное заведение из всех точек , 🩶 поварам поклон , ребята персонал очень вежливые и знающие свою работу 👌 приду обязательно снова"
Qanat D,5,21 января 2025,Очень нравится сервис и блюда. Пришли 10 человек (с детьми если считать) всех расположили и обслужили 👏👏
Turdyyyeva Ramina,5,20 января 2025,"Очень приятное заведение, вежливый персонал, быстрое обслуживание и подача🥰
Всем советую👌🏻"
Ab Maga,5,19 января 2025,"Ассаламу Алейкум, поварам спасибо , порадовали вкусными блюдами , процветания вашему заведению ,,"
Iphone 7,5,19 января 2025,"Место после ремонта стало атмосферным 😍 прям инстаграмный интерьер 🙂 кухня вкусная , персонал приветливый , официанту Акжолу отдельный рахет ."
Болат Бемержанов,5,17 января 2025,"Ассалам алейкум , бараката вашему заведению . Джазакаллаху хайран все было на высшем уровне ! Администратор Нуржан профессионал своего дела . Рахмет"
Nadir Nadirzade,5,17 января 2025,"Очень понравилось ! Сервис , кухня , атмосфера 😍"
Dias Adiev,5,17 января 2025,"Посетили заведение впервые , нас встретил очень приветливый персонал , помогли нам с меню . Кухня очень вкусная и приемлемые цены . Однозначно придём сюда снова . 👍"
Сергей Храпуцкий,5,16 января 2025,"Здравствуйте, отличное Кафе , персонал вежливый улыбчивый приветливый, Блюда очень в кусные порции вообще бомба , и цены совсем не кусаются ))) я сам с города Караганды был рядом покушал всё понравилось!!! Советую"
Kausar Zhumagalievaaa,5,14 января 2025,😍😍😍😍😍
Мейрбек Айбар,5,"14 января 2025, отредактирован","Очень классное место,все понравилось
Администратор знает свою работу,очень вежливый👏👏👏"
димыч Демидов,5,14 января 2025,Мы были с друзьями и попросили официанта рассчитать нас не вместе а каждого пораздельности. Он сделал как мы просили но это такой тяжёлый труд. Официанты разрешили нам сдвинуть столы чтобы мы смогли пообщаться. В общем шли на уступки чтобы у нас был прекрасный вечер. Спасибо парню который нас обслуживал и всему персоналу они умеют создать приятную атмосферу. Еда была вкусной особенно понравился плов. Рекомендую это заведение и цены отличные и обслуживание и вкусно готовят.
Гаухар Мусаева,5,"11 января 2025, отредактирован","Тамақтары өте дәмді, әдемі уютно екен. Ұнады👍"
Barno Kalashieva,5,"8 января 2025, отредактирован",Очень вкусный лагман . И классный махито👍
Aя .,5,"6 января 2025, отредактирован",Энто-пинтерест рестик ✨ 🛖
Karinè ♛,2,5 января 2025,"Здравствуйте!
Заведение отличное и еда, и интерьер, все очень хорошо. Однако обслуживание оставляет желать лучшего. Официант Усман показал себя крайне непрофессионально.
На мои неоднократные, 5 раз! просьбы убрать со стола лишние тарелки он не отреагировал. Мне пришлось самой собрать их и поставить на край стола
Когда он принес сок, стаканы отсутствовали. Пока я не обратилась к другому официанту, стаканов так и не принесли.
я разговаривала на русском языке, однако Усман отвечал исключительно на казахском, несмотря на мои попытки уточнить.
На вопрос о составе чая он грубо ответил «Это зелёный чай». Я несколько раз просила упаковать еду, чтобы забрать её с собой, но только после обращения к другому официанту моя просьба была выполнена.

Прошу принять меры, чтобы подобное больше не повторялось. Ваше заведение заслуживает гораздо более внимательного подхода к гостям. Спасибо!"
🌒 Bolatov,5,"4 января 2025, отредактирован",Вкусно и быстро
Алия Али,5,"4 января 2025, отредактирован","Очень красивый интерьер, вежливый персонал, красивая подача еды 😍"
Гулжанар Жанагат,5,4 января 2025,Лагманнын тестосы отеее сочный болып келеди мен всегда осы кафеден аламын .Пловтарыда оте дамди рахмет сиздерге 🫶🏻
Erkezhan Kalieva,5,4 января 2025,"Шафран кафе өте ұнады….Тамақтары дәмді, қызмет көрсетуі қатты ұнады, тамақтары тез дайын болады, салаттары да дәмді екеен👍 Ардақ жігіт өте жақсы қызмет көрсетті .Рақмет🙌🏼"
Banzai Хан,3,"3 января 2025, отредактирован",Өте тыныш жер жақсы у шу жоқ бірақ өте қымбат меню алып жүрген шашлык қымбаттап кеткен сияқты 2250 тг қателеспесем Говядина басқа салат чай пәй бағалары қосылған
Айдана Сакен,5,3 января 2025,В шафране вкусные лағманы и в шафране уютно красиво ещё там много салаты мне очень понравилось шафран я ставлю 10/10
Нуршат Дуйсенова,5,"3 января 2025, отредактирован",Вкусная еда и обслуживание хорошее
Мoldir Еsenova,5,3 января 2025,Лучший ресторан в алмате❤️❤️все было вкусно
Айша .,5,"3 января 2025, отредактирован","Админстратор жигит Ардақ кушти екен молодец,пысық🙌🏻"
Шырын Искар,5,3 января 2025,"Өте жақсы кафе, тамақтарын тез дайындайды екен өте дәмді, Ардақ деген даяшы жігіттің қызмет атқаруы жоғары деңгейде👍, барлық Алматы қаласының тұрғындарының және қонақтарына келуге кеңес беремін!"
Ляззат Битабарова,5,"2 января 2025, отредактирован",Все на высшем уровне
Айдана Амешова,5,1 января 2025,Очень хорошое место
Айерке Бейсен,5,31 декабря 2024,Очень красивая здание и очень вкусное еда
Меруерт Исакова,4,26 декабря 2024,вкусно поели
Надира Илажиева,5,26 декабря 2024,"Доброго времени суток✌️ хочу выразить благодарность за вкусный ужин Шафрану! Еда отдельная любовь, спасибо поварам❤️ обслуживание отличное, даже уборные уютные и чистые😅😍 нам с дочей понравилось очень всё👍"
Amir Zhaman,5,25 декабря 2024,"Отличное место, кухня вкусная
Персонал на уровне.
Официанту Акжол Рахмет)"
Elaman Sabyrzhanov,5,25 декабря 2024,Өте керемет өтті бүгінгі туған күн рахмет сіздерге офицанты на высшем уровне особенно Ақжол офицант бала. Всем советую очень хороши ресторан👍
Haliolla Wws,5,"25 декабря 2024, отредактирован",Бәрі күшті ұнады жақсы қызмет көрсетті өте керемет
Омар Мухамеджан,5,25 декабря 2024,Ақжол красавчик😊Жұмысы четкий🔥
toka _,5,"25 декабря 2024, отредактирован","Сегодня обедали с подругой в этом заведении. По кухне все отлично, всё вкусно. Обслуживание на высшем уровне,быстро принесли блюдо.
Советую посетить это заведение!!!😊"
Ардак Бахыт,5,25 декабря 2024,Сидели на тапчанах с однокласниками играли тайную санту всё было красиво и быстро спасибо официанту которому нас обслуживал🤝
Gulzhash Mustafina,5,"23 декабря 2024, отредактирован",Вкусно! Стильно! Комфортно! Обслуживание супер!
Айза Е,1,22 декабря 2024,"Сделали заказ через Яндекс с этого филиала. Шашлык баранина, окорочка и люля. Каждая позиция шашлыка стоит около 2500тг. В порции 4 кусочка и 1 кость. Вы издеваетесь, такая маленькая порция за такие деньги? Нужно же соответствовать ценам. Плюс вкус у шашлыка ужасный, мясо жесткое, не свежее, как будто вчерашнюю еду прислали. Очень разочарованы, ранее были частыми гостями в других филиалах."
Kain А,5,22 декабря 2024,Вкусно готовят только ждать и дороговата
Aigerim Akhmetzhanova,5,"19 декабря 2024, отредактирован","Очень вкусная кухня, приветливые персоналы. Эстетичное заведение, атмосфера приятная. Самый красивый и вкусный Шафран в городе🫶🏻"
Indira Abdikasheva,5,19 декабря 2024,Өте жақсы кафе. Тамақтарды ыстықтай алып келді.
А А,4,19 декабря 2024,Все классно вкусно
Гульжанат,5,15 декабря 2024,"Тамақтар әдеттегідей, өөөте дәмді😍🥰🤩"
Ирина Николаевна,5,15 декабря 2024,"Очень вкусная кухня ходим часто, я перепутала название блюд заказала не то что хотела мне поменяли очень приятно было персонал вежливый обслуживание хорошое ❤️"
Nurs_ Yes,5,14 декабря 2024,"Тамактары оте дамды 1 шы рет келип жаткан жокпыз постоянно келемыз тапчаны оте жайлы официанты заказды тез әкелді,тамақтар ыстық күйінде келді👍🏻"
Айбол Илияс,5,14 декабря 2024,Тамактары оте жаксы тапшандары жайлы иши кен жане тыныш официант Анурага рахмет тамактарды ыстыктай тез алып келди улкен рахмет!!!
Dinara Manapova,5,"14 декабря 2024, отредактирован","Очень вкусно поужинали, заказ приносят быстро, обслуживание на высшем уровне, заведение очень уютное, атмосфера приятная. Самое главное понравилось, что заведение халяльное"
Айша Ербаланова,5,"13 декабря 2024, отредактирован",уютное место😻 атмосфера вообще круто👍🏻 обслуж 10/10
Aidos Bakytuly,3,"12 декабря 2024, отредактирован","Заказывайте лимонад без льда. Понимаю, иногда бывает, что кладут лед специально много. Но когда мы вчера заказали лимонад , а там 60-70 % графина из льда. Вроде заказали 1л лимонада. Два маленьких стакана и уже нет лимонада 🤣🤣🤣. Я был в шоке. Не думал , что они экономят до такой степени. Следующий раз буду заказывать лимонад без льда. Зачем так мелочиться?)"
Джин Ата,5,12 декабря 2024,"Спасибо большое официанту Аяну очень
Быстро обслужил очень вежливый и помог быстро сориентироваться по меню. Еда очень вкусная и быстро готовят"
Сымбат Аятаева,5,12 декабря 2024,"Официант по имени Аян, идеальное обслуживание. Просто шик . Советую всем посетить это место и насладиться вкусной едой и обслуживанием✨"
salt ok,5,"9 декабря 2024, отредактирован",Вкусно и уютно
Абзик,5,"9 декабря 2024, отредактирован",Аяулым хорошо обслуживает 👍
Ардақ Бахыт,5,9 декабря 2024,Нам всё нравится спасибо😍
Titoni Tito,4,"8 декабря 2024, отредактирован","Посетили ресторан Shafran для проведения мероприятия на 20 человек. Обслуживал нас официант Аят, работа которого оставила приятное впечатление: вежливый, внимательный, всегда на связи.

Кухня понравилась — всё было очень вкусно, но порции показались небольшими, что немного огорчило. Также был неприятный момент, когда вместо заказанного горячего блюда Сырне нам принесли Манты. Это испортило общее впечатление, так как ожидания от блюда были совсем другими.

В целом, ресторан оставляет хорошее впечатление, но хотелось бы большего внимания к точности выполнения заказов, т.к. пришлось дозаказыватт салаты и блюда что превысил бюджет на мероприятие."
Bayan Hunitau,5,7 декабря 2024,"Қайырлы кеш, тамақтары өте дәмді, кафе өте әдемі, обслуживание 100/100, Құралай ханым сізге үлкен үлкен рахмет, жұмыстарыңыз жемісті болсын, еңбектеріңіз табысты болсын )))❤️"
Кенжебек Токан,5,7 декабря 2024,Аян деген официант оте жаксы кызмет көрсеттеды
Куаныш Смагулов,5,7 декабря 2024,Аян деген официант өте жақсы кызмет көрсетт
Ислам Акимов,5,7 декабря 2024,Аян деген официант оте жаксы кызмет корсетти барлыгы унады
Арман Казтуган,5,7 декабря 2024,"Аян деген официант өте жақсы қызмет көрсетті! Қонақтарға қарым қатынасы жоғары жеңгейде, барлық тағамды ыстық күйінде, тез жеткізді. Көп рахмет✊🏻"
Нурзия Шадет,5,"7 декабря 2024, отредактирован",Аян молодец кушти обслуживание жасады👍🏻 Топ топ топ. Тамактары дамди👍🏻
Sendui7,5,7 декабря 2024,"Официанты очень добрые и вежливые,еда вкусная, подача тоже хорошая и быстрая. Спасибо официанту Аяну. Место хорошее и чистое. Лично мне понравилось 5 звёзд)"
Куаныш Копжанов,5,7 декабря 2024,Еда и обслуживание на высшем уровне. Спасибо Аяну за хорошое настроение ✊✊
Venera,5,7 декабря 2024,"Официант Аян прям настроение поднял, так дружелюбно обслуживал. Очень приятно. Еда вкусная, сытные порции."
Dinara Sharipova,5,7 декабря 2024,Классное заведение. Официанту Аян отдельное спасибо! Обслуживание супер👍
Bolat Khasenov,5,7 декабря 2024,"Классное заведения!!!
Аянға көп рахмет!
Бәрі уақытында даяр болды, сервировка да жақсы болды."
Зере Хасенова,5,"7 декабря 2024, отредактирован",Обслуживание супер! Официант Аян молодец!
Городская легенда,5,7 декабря 2024,Обслуживание жаксы Аян жумысын жаксы быледы👍👍
balmuzdak 💖,5,"7 декабря 2024, отредактирован","Наш обслуживал официант Аян, обслуживание было на высшем уровне, спасибо ему за это!
Ушли с хорошими впечатлениями 👍👍"
Ayazhan Turgan,5,6 декабря 2024,Тамақтары өте дәмді👍 официант Аянға рахмеет👍👍👍
Alishkka Islm,5,"6 декабря 2024, отредактирован",Отличное место для встречи с друзьями! Уютная атмосфера и вкусное меню. Обязательно вернусь.
